,dealer_card1,delear_card2,player_card1,player_card2,unused_card,reward,action
9740,10,9,8,20,4,-1,1
9741,4,9,8,6,10,-1,0
9742,7,9,2,10,6,-1,1
9743,3,10,9,10,2,1,0
9744,2,10,8,11,10,1,1
9745,6,2,10,10,10,1,1
9746,5,11,4,10,10,-1,0
9747,9,7,5,10,10,-1,0
9748,10,11,4,20,6,-1,1
9749,9,20,5,6,10,1,0
9750,10,4,8,10,7,1,1
9751,2,8,11,6,5,-1,0
9752,8,7,10,10,11,1,1
9753,20,7,8,11,10,1,1
9754,7,9,10,20,2,-1,0
9755,10,5,2,4,6,-1,1
9756,2,5,9,7,10,-1,0
9757,7,20,8,2,10,1,0
9758,8,9,5,10,10,-1,1
9759,10,2,8,10,10,-1,0
9760,5,10,8,10,4,1,1
9761,9,2,4,3,8,-1,1
9762,8,10,3,20,6,-1,1
9763,3,4,10,10,10,1,1
9764,10,8,5,10,11,-1,0
9765,7,10,6,5,10,-1,1
9766,6,3,10,2,9,1,1
9767,10,5,11,3,8,-1,1
9768,20,2,10,10,11,1,1
9769,10,4,7,10,3,1,0
9770,9,10,3,8,10,-1,1
9771,3,2,11,9,10,-1,0
9772,10,6,11,4,8,-1,1
9773,8,3,7,5,4,1,1
9774,7,6,10,2,20,-1,0
9775,2,3,8,5,20,1,1
9776,3,10,7,8,10,1,1
9777,10,9,3,7,10,-1,1
9778,10,11,2,10,9,-1,1
9779,4,3,10,20,8,-1,1
9780,9,10,7,20,4,-1,1
9781,10,9,2,5,10,-1,0
9782,11,10,2,6,8,-1,1
9783,20,7,10,3,11,1,1
9784,9,11,7,6,8,1,0
9785,10,10,3,5,11,-1,1
9786,7,6,2,11,8,1,0
9787,4,11,20,10,7,-1,1
9788,8,2,6,4,20,-1,0
9789,10,2,10,7,4,1,0
9790,10,2,9,6,8,1,1
9791,5,8,10,2,10,-1,1
9792,20,3,9,4,5,1,0
9793,3,10,6,4,5,1,0
9794,3,10,2,10,7,1,0
9795,4,6,11,10,8,1,1
9796,10,20,8,2,9,1,0
9797,6,2,9,20,11,-1,0
9798,10,9,7,8,4,-1,1
9799,11,8,4,5,10,-1,1
9800,6,11,2,10,5,0,0
9801,9,3,11,7,10,-1,0
9802,7,2,8,3,20,1,1
9803,2,11,9,6,10,1,1
9804,11,2,4,9,3,1,0
9805,10,2,4,11,20,-1,0
9806,6,2,9,5,10,1,1
9807,3,6,10,4,20,1,1
9808,5,8,6,3,10,1,0
9809,3,10,8,6,20,1,1
9810,10,3,7,11,9,-1,0
9811,6,7,10,4,2,1,0
9812,11,20,4,10,10,1,1
9813,10,5,9,3,11,-1,1
9814,20,4,8,10,6,0,0
9815,10,4,6,8,20,-1,0
9816,6,9,10,20,7,-1,1
9817,10,11,6,5,4,-1,0
9818,11,10,10,6,10,-1,1
9819,20,8,7,10,5,0,0
9820,5,7,11,10,3,1,1
9821,10,8,4,9,11,-1,1
9822,7,10,5,8,9,-1,0
9823,11,10,5,8,10,-1,0
9824,9,8,2,10,10,-1,0
9825,6,4,10,10,10,1,1
9826,7,8,11,3,10,-1,1
9827,4,5,2,6,7,1,0
9828,9,6,10,10,10,1,1
9829,6,10,10,2,4,-1,1
9830,20,7,10,3,9,0,0
9831,9,10,20,3,10,-1,0
9832,10,3,4,9,20,-1,0
9833,10,2,3,4,9,-1,1
9834,10,9,6,3,10,0,0
9835,10,10,20,7,11,-1,0
9836,5,10,10,20,3,-1,0
9837,8,4,10,7,5,1,1
9838,8,7,10,10,10,1,1
9839,9,7,2,10,20,-1,1
9840,10,9,10,11,10,1,1
9841,7,10,10,20,6,-1,1
9842,10,6,2,3,11,0,0
9843,10,20,3,10,2,1,0
9844,10,10,20,3,9,-1,1
9845,11,10,10,10,9,-1,0
9846,10,10,2,20,4,-1,0
9847,20,3,8,10,11,1,1
9848,11,5,10,20,9,-1,0
9849,9,20,10,7,10,1,1
9850,7,20,11,6,3,1,1
9851,8,7,10,11,6,1,1
9852,10,10,9,2,8,-1,0
9853,10,20,10,7,2,1,0
9854,20,7,10,6,10,0,0
9855,11,9,6,3,10,-1,1
9856,5,3,8,11,10,-1,0
9857,8,6,3,9,20,-1,0
9858,9,2,6,10,8,-1,0
9859,7,10,10,3,4,-1,1
9860,8,10,4,10,6,-1,1
9861,9,4,7,10,8,1,1
9862,5,10,9,2,20,-1,0
9863,10,6,10,20,11,-1,0
9864,3,10,8,10,7,-1,0
9865,10,4,8,9,20,-1,0
9866,8,11,6,10,10,-1,0
9867,5,10,9,2,10,-1,1
9868,10,8,10,6,11,-1,1
9869,10,4,11,6,10,-1,0
9870,3,20,6,10,10,0,0
9871,20,9,6,10,3,1,0
9872,11,10,10,6,2,-1,1
9873,10,10,11,10,8,1,1
9874,6,7,11,10,20,1,1
9875,8,10,20,11,10,-1,0
9876,20,11,10,8,6,1,1
9877,2,10,9,10,5,1,1
9878,4,2,6,5,10,1,1
9879,11,8,7,4,5,-1,0
9880,4,20,10,5,6,1,1
9881,7,9,8,10,20,-1,0
9882,10,9,11,10,2,1,1
9883,6,10,10,10,11,-1,0
9884,2,4,8,5,7,1,1
9885,6,10,5,4,3,-1,0
9886,5,20,3,10,11,1,1
9887,5,6,10,10,8,1,1
9888,4,10,7,9,20,-1,0
9889,20,8,2,10,10,0,0
9890,6,3,7,10,9,1,1
9891,11,10,20,2,4,-1,0
9892,8,9,2,10,20,-1,0
9893,20,5,10,8,10,0,0
9894,11,20,10,10,4,1,1
9895,11,10,10,10,6,-1,1
9896,5,10,6,20,8,-1,1
9897,3,10,10,10,6,-1,0
9898,4,8,10,20,11,-1,0
9899,11,2,4,3,10,1,0
9900,8,7,2,3,9,-1,0
9901,6,4,10,10,20,-1,0
9902,7,10,3,20,10,-1,0
9903,10,6,11,5,10,0,1
9904,11,10,20,9,10,-1,1
9905,20,4,8,3,10,1,0
9906,4,3,8,5,10,1,1
9907,10,10,3,7,4,-1,0
9908,10,9,4,6,20,-1,0
9909,11,10,5,4,8,-1,1
9910,5,3,10,9,4,1,1
9911,5,9,20,10,8,-1,0
9912,3,7,20,6,10,-1,0
9913,5,4,10,3,8,1,0
9914,10,9,10,10,11,-1,0
9915,3,9,10,7,4,1,0
9916,4,9,2,20,11,-1,0
9917,10,20,2,10,10,1,1
9918,10,20,6,7,3,1,0
9919,11,9,2,6,10,-1,0
9920,7,10,10,6,3,1,0
9921,6,7,3,10,8,0,1
9922,6,11,10,2,10,-1,1
9923,10,7,8,2,10,1,0
9924,10,5,8,10,10,-1,0
9925,3,20,10,10,10,1,1
9926,10,8,5,11,4,1,0
9927,5,10,7,10,20,1,1
9928,10,10,6,5,3,-1,1
9929,10,2,11,3,10,1,1
9930,10,20,6,8,4,1,0
9931,9,10,10,11,6,1,1
9932,10,5,11,6,9,-1,0
9933,9,11,20,5,8,-1,0
9934,10,9,2,7,3,-1,0
9935,10,4,8,9,3,1,1
9936,10,4,10,8,7,-1,0
9937,3,5,7,8,10,-1,0
9938,8,10,10,7,20,-1,1
9939,6,11,2,3,10,-1,0
9940,7,10,9,10,4,-1,0
9941,9,10,3,20,8,-1,0
9942,2,3,10,6,4,1,1
9943,8,4,10,11,10,1,1
9944,11,9,10,10,4,0,1
9945,10,9,8,11,3,-1,0
9946,8,6,5,20,4,-1,1
9947,4,6,2,10,10,-1,0
9948,4,9,11,2,8,0,1
9949,10,10,4,7,10,1,0
9950,10,10,10,9,7,-1,0
9951,7,10,3,20,4,-1,0
9952,5,10,7,10,10,-1,0
9953,8,4,5,20,9,-1,1
9954,20,10,5,6,10,1,0
9955,2,20,10,10,7,1,1
9956,8,20,3,6,2,1,1
9957,10,11,10,8,6,-1,1
9958,9,20,10,10,10,0,0
9959,8,11,3,4,2,-1,0
9960,10,5,10,11,3,1,1
9961,11,2,10,4,6,1,1
9962,10,10,10,10,4,0,1
9963,9,5,20,10,8,-1,0
9964,11,20,8,9,10,1,1
9965,8,4,10,10,10,-1,0
9966,2,10,11,20,10,-1,1
9967,5,4,20,10,9,-1,0
9968,3,10,10,20,8,-1,1
9969,8,6,9,10,20,1,1
9970,6,7,10,2,10,-1,1
9971,10,6,5,11,10,0,1
9972,20,7,10,10,10,0,0
9973,11,20,10,5,6,1,0
9974,4,10,8,10,9,1,1
9975,10,11,10,6,10,-1,0
9976,5,7,4,10,6,1,1
9977,5,7,10,9,8,-1,0
9978,3,8,9,10,10,1,1
9979,11,20,10,3,10,1,1
9980,5,3,9,10,6,1,1
9981,4,7,6,8,9,-1,0
9982,10,8,9,4,10,-1,1
9983,3,10,4,7,6,1,0
9984,7,10,8,3,10,-1,1
9985,10,20,9,10,4,1,1
9986,10,10,11,10,8,1,1
9987,10,5,10,20,6,-1,0
9988,5,9,10,8,11,1,1
9989,10,9,10,7,10,-1,1
9990,10,10,10,10,3,-1,0
9991,8,20,10,3,10,1,1
9992,10,6,4,10,8,-1,0
9993,3,5,7,10,10,-1,0
9994,11,5,9,10,3,1,1
9995,6,20,9,10,11,0,0
9996,10,10,11,2,5,-1,1
9997,11,10,20,6,4,-1,0
9998,5,10,10,9,10,1,1
9999,7,20,10,9,11,1,1
10000,5,20,4,3,9,1,1
10001,10,8,4,20,6,-1,0
10002,10,7,2,8,3,-1,1
10003,10,7,10,2,5,-1,1
10004,6,4,9,10,20,1,1
10005,4,10,6,8,7,0,1
10006,6,5,11,2,20,-1,0
10007,4,10,3,2,6,-1,0
10008,6,10,10,20,10,-1,0
10009,8,10,10,10,20,-1,0
10010,10,10,9,11,5,-1,0
10011,5,10,7,3,9,1,0
10012,3,10,11,2,7,0,1
10013,5,10,10,10,11,-1,0
10014,11,8,20,2,10,-1,0
10015,10,10,11,2,4,-1,1
10016,20,10,9,4,7,1,0
10017,10,8,10,7,3,1,0
10018,8,20,9,5,11,0,0
10019,7,9,11,10,10,1,1
10020,7,11,9,2,10,1,0
10021,6,3,9,5,8,1,1
10022,10,10,8,20,3,-1,0
10023,2,6,5,20,10,-1,0
10024,20,10,4,5,2,1,0
10025,3,4,5,6,10,1,1
10026,5,7,2,20,6,-1,1
10027,8,10,9,3,11,-1,1
10028,7,5,3,20,6,-1,0
10029,10,6,8,4,7,1,0
10030,6,20,11,3,8,0,0
10031,7,5,10,3,8,1,1
10032,4,10,20,10,3,-1,0
10033,4,8,6,3,10,1,0
10034,10,3,4,7,11,-1,0
10035,20,10,9,10,7,1,1
10036,8,11,3,20,10,-1,0
10037,11,9,10,7,10,-1,0
10038,7,20,8,5,4,1,0
10039,4,6,9,7,8,1,1
10040,9,8,5,10,7,-1,1
10041,3,6,8,5,2,1,0
10042,7,6,10,5,4,1,1
10043,2,5,10,11,6,1,1
10044,9,4,7,10,10,-1,0
10045,3,10,2,4,11,1,0
10046,8,10,2,10,4,-1,0
10047,20,6,4,3,8,1,0
10048,5,4,7,10,8,-1,0
10049,10,8,3,6,5,-1,1
10050,20,11,7,10,2,1,0
10051,10,2,5,10,9,-1,0
10052,8,6,20,4,10,-1,0
10053,6,10,20,4,8,-1,0
10054,11,10,2,4,10,-1,0
10055,10,8,10,6,7,-1,1
10056,8,7,10,5,10,0,1
10057,11,10,2,6,10,-1,1
10058,10,8,7,11,2,1,0
10059,10,5,20,10,6,-1,0
10060,10,11,10,10,9,-1,0
10061,10,9,4,10,3,-1,1
10062,8,20,10,4,7,1,1
10063,10,10,6,4,7,-1,0
10064,20,3,5,9,6,1,1
10065,5,7,10,9,8,1,1
10066,20,5,6,2,9,1,1
10067,10,4,6,11,10,1,1
10068,6,3,2,11,20,1,1
10069,8,9,20,3,2,-1,1
10070,7,9,10,10,6,-1,0
10071,11,10,20,2,3,-1,1
10072,3,10,11,8,9,-1,0
10073,3,9,10,2,10,0,1
10074,10,20,3,8,6,1,1
10075,9,7,2,6,10,1,0
10076,10,9,11,10,10,1,1
10077,6,5,10,8,9,-1,0
10078,10,10,10,4,9,-1,1
10079,11,9,6,10,10,-1,0
10080,10,11,10,2,9,0,0
10081,20,11,10,4,10,1,1
10082,10,10,6,4,3,-1,0
10083,10,2,5,8,3,1,1
10084,10,11,10,10,7,-1,0
10085,5,10,2,11,6,1,0
10086,10,2,8,11,20,-1,0
10087,10,10,9,5,8,-1,0
10088,10,11,9,10,2,-1,1
10089,2,11,8,5,9,0,1
10090,10,9,20,10,2,-1,1
10091,7,5,8,11,6,1,1
10092,3,5,4,9,20,-1,0
10093,10,6,8,10,20,-1,0
10094,3,8,4,6,7,1,0
10095,10,10,11,6,10,-1,0
10096,10,10,20,10,3,-1,0
10097,3,8,10,4,9,1,1
10098,4,5,8,9,10,1,1
10099,6,3,8,11,10,-1,0
10100,11,10,7,2,8,-1,0
10101,10,11,7,10,3,-1,0
10102,6,10,10,20,3,-1,0
10103,9,10,10,10,11,1,1
10104,10,10,20,4,2,-1,1
10105,10,8,4,10,6,1,0
10106,4,10,10,11,10,1,1
10107,5,11,20,9,6,-1,0
10108,3,2,20,4,10,-1,1
10109,3,20,8,2,9,1,0
10110,4,3,9,2,20,-1,0
10111,20,4,6,9,10,0,0
10112,11,10,6,8,2,-1,0
10113,10,6,7,8,5,-1,1
10114,4,9,10,5,20,-1,0
10115,10,10,5,8,2,-1,0
10116,7,10,10,2,20,-1,1
10117,2,10,10,11,7,1,1
10118,11,10,10,9,10,-1,0
10119,10,2,10,8,20,1,1
10120,3,8,20,5,4,-1,1
10121,10,6,3,10,20,-1,0
10122,10,4,9,20,10,-1,0
10123,9,10,10,6,2,-1,0
10124,10,10,20,4,9,-1,0
10125,10,7,11,10,10,1,1
10126,8,6,10,10,2,-1,0
10127,7,2,3,5,10,1,0
10128,3,6,10,10,10,-1,0
10129,6,8,9,2,10,1,0
10130,7,3,4,9,2,1,0
10131,9,5,4,10,11,0,1
10132,10,7,10,10,11,1,1
10133,10,5,9,3,7,-1,1
10134,4,5,20,8,2,-1,0
10135,3,10,9,10,20,-1,0
10136,8,20,10,10,9,1,1
10137,11,6,7,5,10,-1,1
10138,7,2,3,10,5,1,1
10139,11,8,5,10,4,0,0
10140,9,20,5,11,6,0,0
10141,8,9,10,4,20,-1,0
10142,6,2,10,10,4,1,1
10143,10,10,7,20,10,-1,1
10144,6,10,10,5,7,-1,1
10145,10,9,20,2,3,-1,0
10146,6,4,7,9,20,-1,0
10147,10,3,10,5,7,-1,0
10148,10,10,6,4,2,-1,1
10149,5,2,3,10,6,1,0
10150,10,10,10,6,9,-1,1
10151,10,10,6,3,7,-1,0
10152,2,20,6,7,10,0,0
10153,10,6,5,3,9,1,0
10154,3,10,5,20,6,-1,1
10155,3,20,10,2,7,1,1
10156,6,9,10,10,10,1,1
10157,4,10,5,10,20,1,1
10158,10,5,9,6,10,0,1
10159,2,4,6,10,9,1,1
10160,9,4,11,7,8,1,1
10161,2,10,8,3,6,1,0
10162,9,20,10,10,8,1,1
10163,4,8,2,6,5,1,0
10164,5,11,20,10,7,-1,1
10165,3,9,10,2,20,-1,0
10166,11,4,10,10,20,1,1
10167,11,20,8,7,2,1,1
10168,6,7,3,10,5,0,1
10169,10,20,9,11,10,1,1
10170,3,2,10,6,20,-1,0
10171,10,3,6,2,11,1,0
10172,10,8,4,6,7,-1,1
10173,10,9,2,8,7,-1,0
10174,8,7,10,10,2,1,1
10175,6,10,3,10,7,1,0
10176,4,10,3,10,10,-1,1
10177,10,10,10,2,3,-1,1
10178,8,2,6,7,10,1,1
10179,11,6,2,10,8,1,0
10180,3,2,7,8,4,1,1
10181,6,5,9,2,10,1,0
10182,10,7,20,8,6,-1,1
10183,6,10,10,11,20,1,1
10184,20,4,10,3,11,1,1
10185,7,2,3,10,4,1,1
10186,2,10,8,10,5,-1,0
10187,9,20,6,8,10,0,0
10188,6,9,10,3,10,-1,1
10189,9,6,3,10,20,-1,1
10190,2,7,10,10,6,1,1
10191,10,7,5,20,10,-1,0
10192,2,3,10,7,20,1,1
10193,10,20,10,4,5,1,0
10194,10,2,10,9,4,-1,0
10195,10,4,5,10,20,-1,0
10196,4,10,10,5,6,1,0
10197,10,9,10,3,11,-1,1
10198,3,10,5,10,10,-1,0
10199,10,10,5,7,4,-1,1
10200,2,7,10,11,3,1,1
10201,9,10,6,4,5,-1,1
10202,2,10,7,10,6,1,1
10203,11,10,4,5,2,-1,0
10204,10,20,2,3,11,1,1
10205,4,11,10,7,3,1,1
10206,10,7,3,6,11,-1,1
10207,2,7,9,10,8,-1,0
10208,5,20,7,4,3,1,1
10209,3,9,10,8,11,1,1
10210,10,4,9,3,10,-1,0
10211,9,5,10,3,7,1,0
10212,2,7,5,3,10,-1,1
10213,10,5,10,10,10,1,1
10214,4,10,10,7,6,1,1
10215,9,2,10,7,11,-1,0
10216,10,2,10,5,9,-1,0
10217,11,6,4,10,10,-1,1
10218,10,10,10,4,2,-1,0
10219,7,3,10,10,11,-1,0
10220,8,5,10,6,9,-1,0
10221,10,8,10,4,5,1,0
10222,5,10,10,2,9,-1,1
10223,20,10,2,10,11,1,1
10224,11,10,6,4,10,-1,1
10225,9,7,8,10,5,-1,0
10226,8,6,9,20,3,-1,0
10227,3,8,20,10,5,-1,0
10228,10,7,3,5,10,1,0
10229,11,8,7,10,5,-1,1
10230,6,2,10,4,7,1,0
10231,11,4,3,10,2,-1,1
10232,5,4,2,11,8,1,1
10233,20,10,8,10,9,1,1
10234,7,6,5,11,3,1,0
10235,4,10,20,6,10,-1,0
10236,6,20,7,10,2,1,1
10237,4,10,5,20,8,-1,1
10238,6,11,20,8,2,-1,0
10239,2,3,8,5,11,-1,0
10240,7,20,2,10,10,1,1
10241,9,6,10,20,8,-1,1
10242,9,4,10,3,8,1,0
10243,4,9,20,5,10,-1,0
10244,9,2,3,5,4,-1,1
10245,9,6,10,10,4,1,1
10246,4,7,20,10,9,-1,0
10247,8,5,7,10,2,1,1
10248,4,11,2,10,6,1,0
10249,10,10,8,11,2,1,0
10250,2,10,3,8,4,1,0
10251,3,10,2,10,8,1,0
10252,2,10,8,10,4,1,1
10253,10,2,10,5,20,-1,0
10254,3,10,10,9,6,1,1
10255,2,20,11,9,10,0,0
10256,5,11,4,2,10,-1,1
10257,10,2,11,4,7,1,1
10258,11,6,7,20,2,-1,1
10259,7,6,10,20,9,-1,0
10260,8,6,3,10,11,-1,1
10261,20,7,10,6,10,0,0
10262,11,10,2,20,10,-1,0
10263,5,11,10,7,10,-1,0
10264,11,8,9,10,4,0,1
10265,10,7,8,20,6,-1,1
10266,2,10,7,20,3,-1,1
10267,10,11,2,6,10,-1,1
10268,8,6,5,10,10,-1,0
10269,9,7,10,20,5,-1,0
10270,3,20,5,10,8,0,0
10271,2,7,3,5,20,-1,1
10272,11,10,10,2,6,-1,1
10273,9,11,10,4,10,-1,0
10274,5,10,9,3,10,-1,1
10275,6,9,20,10,10,-1,0
10276,9,5,20,10,10,-1,1
10277,2,4,10,10,10,-1,0
10278,10,9,11,3,10,-1,0
10279,7,2,3,5,10,1,0
10280,11,4,3,10,2,0,0
10281,10,8,11,2,3,-1,1
10282,2,4,10,11,10,1,1
10283,11,10,8,4,6,-1,0
10284,6,8,20,5,10,-1,1
10285,10,2,6,7,10,-1,0
10286,8,11,4,7,20,-1,0
10287,3,10,7,5,4,-1,1
10288,10,10,9,2,11,-1,0
10289,7,20,10,10,5,0,0
10290,10,7,8,20,9,-1,0
10291,7,10,11,8,10,-1,0
10292,3,8,20,10,10,-1,1
10293,8,4,5,9,10,-1,0
10294,20,11,8,9,6,0,0
10295,7,10,5,10,2,-1,1
10296,10,5,2,9,3,-1,1
10297,9,10,7,10,3,1,0
10298,11,7,2,10,3,-1,0
10299,4,20,10,8,5,0,0
10300,3,10,20,10,11,-1,1
10301,8,10,2,7,6,-1,0
10302,6,10,2,11,10,-1,0
10303,20,10,9,2,8,1,1
10304,11,4,7,2,10,1,0
10305,7,2,4,5,10,1,0
10306,2,5,4,10,10,1,1
10307,4,5,10,10,7,1,1
10308,4,10,6,20,8,-1,0
10309,10,7,2,5,6,-1,1
10310,20,10,10,8,7,0,0
10311,2,4,3,10,10,-1,0
10312,4,10,10,7,5,1,1
10313,11,10,10,10,3,-1,0
10314,4,11,9,10,7,1,1
10315,10,10,8,3,10,-1,1
10316,10,10,20,4,8,-1,0
10317,10,5,10,20,10,-1,0
10318,20,10,3,10,9,0,0
10319,9,3,7,20,10,-1,1
10320,10,7,11,3,10,-1,1
10321,5,3,8,10,2,1,0
10322,4,8,3,10,6,1,0
10323,3,4,10,9,11,-1,0
10324,3,5,8,2,9,1,1
10325,5,7,9,10,10,1,1
10326,10,4,10,3,20,-1,0
10327,4,3,20,9,7,-1,1
10328,11,10,7,8,20,-1,1
10329,10,10,6,8,5,-1,0
10330,4,10,3,6,11,-1,1
10331,10,6,10,9,11,1,1
10332,8,2,7,4,10,1,1
10333,20,7,10,4,10,1,1
10334,10,10,8,20,4,-1,0
10335,8,10,3,7,6,-1,1
10336,10,2,11,10,7,1,1
10337,6,5,7,3,10,-1,1
10338,4,6,10,20,7,-1,1
10339,8,11,7,10,10,-1,0
10340,2,20,5,6,8,1,0
10341,3,4,10,20,10,-1,0
10342,9,10,10,8,10,-1,1
10343,11,10,10,20,4,-1,0
10344,5,2,10,11,9,1,1
10345,6,10,7,9,5,1,0
10346,10,7,4,5,6,-1,1
10347,4,6,2,10,20,1,1
10348,3,7,20,5,8,-1,1
10349,10,6,20,8,10,-1,1
10350,5,8,20,10,3,-1,1
10351,6,3,8,10,4,1,1
10352,3,10,6,10,4,1,0
10353,9,10,20,11,10,-1,0
10354,4,7,10,10,20,-1,0
10355,9,10,8,10,10,-1,0
10356,2,20,11,10,10,1,1
10357,7,20,10,11,2,1,1
10358,2,20,5,11,9,1,1
10359,6,20,9,11,10,1,1
10360,9,10,2,20,4,-1,0
10361,6,20,5,9,10,1,1
10362,3,4,2,6,10,1,1
10363,10,8,7,20,10,-1,1
10364,10,10,6,5,3,-1,1
10365,5,9,10,20,10,-1,1
10366,2,3,7,10,5,-1,0
10367,6,10,4,5,10,-1,1
10368,10,8,10,5,6,-1,1
10369,8,10,20,11,7,-1,1
10370,10,7,5,2,8,-1,1
10371,4,9,10,2,8,-1,1
10372,10,4,9,7,8,-1,0
10373,7,2,10,11,9,1,1
10374,11,9,3,8,10,-1,1
10375,9,10,5,2,20,-1,0
10376,11,10,2,10,4,-1,1
10377,10,10,8,4,7,-1,0
10378,7,10,8,5,4,-1,1
10379,7,10,4,10,10,-1,1
10380,10,7,5,6,9,-1,1
10381,5,8,4,9,6,1,0
10382,2,5,8,9,7,-1,0
10383,6,20,2,10,7,1,0
10384,11,4,10,7,8,1,1
10385,7,10,8,6,9,-1,1
10386,3,10,6,5,9,-1,1
10387,2,3,10,11,6,1,1
10388,11,3,20,4,10,-1,0
10389,6,10,2,4,10,-1,1
10390,11,5,7,10,10,1,1
10391,7,4,3,5,11,1,0
10392,10,11,20,2,10,-1,1
10393,8,20,5,3,10,1,0
10394,11,10,7,10,6,-1,1
10395,3,10,20,10,9,-1,1
10396,10,8,11,3,20,-1,1
10397,4,11,10,7,20,-1,0
10398,6,10,2,7,11,-1,1
10399,9,3,6,4,10,1,0
10400,10,9,10,7,4,1,0
10401,10,20,9,8,10,1,1
10402,10,10,8,4,5,-1,1
10403,3,9,10,8,7,-1,0
10404,6,3,9,8,10,1,1
10405,20,8,10,7,10,1,1
10406,8,3,4,6,2,1,0
10407,10,10,9,4,7,0,0
10408,3,10,10,20,8,-1,1
10409,20,4,7,5,2,1,1
10410,5,20,10,3,10,0,0
10411,10,20,9,10,11,0,0
10412,2,10,3,5,10,-1,1
10413,6,3,20,11,10,-1,0
10414,6,5,9,20,10,-1,1
10415,10,6,9,5,10,-1,1
10416,7,4,10,8,10,1,1
10417,8,10,10,6,2,-1,1
10418,4,10,7,6,11,-1,0
10419,10,5,4,3,8,-1,1
10420,5,10,2,20,10,-1,0
10421,4,11,10,3,10,-1,1
10422,10,10,20,10,9,-1,1
10423,20,3,5,10,7,0,0
10424,5,9,6,2,3,-1,0
10425,5,2,8,10,10,1,1
10426,10,10,10,20,11,-1,0
10427,10,10,6,4,11,-1,1
10428,10,2,11,10,4,1,1
10429,10,20,2,10,4,1,0
10430,5,10,4,10,2,-1,1
10431,3,5,7,10,10,1,1
10432,10,10,3,11,10,-1,0
10433,11,3,10,4,6,1,0
10434,5,8,11,4,10,-1,0
10435,11,6,5,3,10,-1,1
10436,2,6,8,10,11,1,1
10437,7,10,11,8,4,1,1
10438,10,3,11,5,10,-1,0
10439,10,3,11,4,8,-1,0
10440,10,3,10,10,8,1,1
10441,10,4,10,10,7,-1,0
10442,9,10,8,2,10,-1,1
10443,4,10,7,20,3,-1,1
10444,7,10,2,10,4,-1,0
10445,10,10,8,10,11,-1,0
10446,8,10,6,10,3,-1,1
10447,11,10,6,10,10,-1,0
10448,4,20,10,3,9,1,1
10449,10,10,9,3,10,-1,0
10450,10,2,7,4,6,1,0
10451,3,20,11,2,8,1,0
10452,5,7,10,8,3,1,1
10453,9,10,8,20,5,-1,0
10454,8,10,3,6,9,-1,1
10455,10,7,10,10,2,-1,0
10456,11,10,3,8,7,-1,1
10457,4,8,6,5,9,-1,1
10458,10,6,5,11,4,0,1
10459,10,11,4,3,2,-1,0
10460,20,2,8,11,10,1,1
10461,11,10,4,7,10,0,0
10462,8,10,10,4,6,1,0
10463,20,4,10,8,7,1,1
10464,5,8,2,7,10,-1,1
10465,20,11,4,10,5,1,0
10466,20,5,10,9,4,0,0
10467,8,10,6,10,20,-1,1
10468,10,8,9,20,10,-1,0
10469,10,10,9,6,3,-1,1
10470,11,4,10,7,20,-1,0
10471,10,11,3,7,4,-1,0
10472,5,10,8,10,11,-1,0
10473,10,11,4,10,10,-1,1
10474,20,5,10,2,4,1,0
10475,2,10,11,20,5,-1,0
10476,7,8,6,10,10,-1,0
10477,9,5,2,10,6,1,0
10478,10,10,7,8,9,-1,0
10479,10,6,10,11,7,1,1
10480,4,8,11,9,7,-1,0
10481,5,20,10,2,9,1,0
10482,6,7,10,20,8,-1,1
10483,7,10,20,10,10,-1,0
10484,4,8,6,2,11,-1,1
10485,10,6,9,8,10,-1,0
10486,3,20,4,5,9,1,1
10487,20,10,4,7,5,1,1
10488,7,8,6,10,10,-1,0
10489,11,8,10,4,5,-1,1
10490,6,10,5,4,10,1,0
10491,10,8,4,10,5,-1,1
10492,20,10,10,9,2,1,0
10493,10,7,10,6,5,1,0
10494,10,3,5,4,7,-1,1
10495,8,6,5,11,10,-1,0
10496,7,2,8,3,11,-1,0
10497,10,10,3,8,2,-1,1
10498,20,7,10,2,8,1,0
10499,6,4,10,5,20,1,1
10500,10,9,2,4,11,-1,1
10501,3,10,10,11,10,1,1
10502,3,10,6,11,10,1,1
10503,8,20,9,6,11,0,0
10504,7,20,6,11,10,0,0
10505,5,6,20,3,8,-1,1
10506,6,7,5,2,8,1,0
10507,8,10,10,10,2,1,1
10508,5,8,11,9,4,-1,0
10509,7,4,10,10,20,1,1
10510,7,2,5,4,8,1,0
10511,3,20,7,10,8,1,1
10512,2,9,10,4,10,1,1
10513,11,4,10,2,7,1,0
10514,3,4,20,2,6,-1,1
10515,9,5,10,8,10,1,1
10516,6,7,3,10,10,0,1
10517,11,4,6,20,7,-1,1
10518,4,6,10,9,2,1,1
10519,3,7,8,10,2,1,1
10520,5,10,3,2,7,-1,1
10521,6,9,7,4,10,1,0
10522,10,4,20,11,3,-1,1
10523,4,10,7,6,8,1,0
10524,10,4,6,11,2,1,0
10525,2,9,20,7,10,-1,1
10526,4,10,10,8,11,1,1
10527,9,10,4,2,10,-1,0
10528,10,5,8,6,10,-1,0
10529,7,20,10,9,8,1,1
10530,10,2,20,11,7,-1,0
10531,4,6,8,10,5,-1,0
10532,8,4,5,10,10,1,1
10533,7,10,8,10,2,1,1
10534,10,8,10,6,4,1,0
